1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,COCOH,COH,CO,Eads (Ry),Eads (eV)
5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,5,9,5,9,-90.84974532,-46.02250897,-44.85,0.02276365,0.310
4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73107245,-45.9390876,-44.85,0.05801515,0.789
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,-90.79107048,-45.95840847,-44.85,0.01733799,0.236
5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,-90.76896127,-46.01167445,-44.85,0.09271318,1.261
4,11,5,9,5,9,5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,-90.76400978,-45.94361273,-44.85,0.02960295,0.403
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,-90.73110527,-45.93904318,-44.85,0.05793791,0.788
4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,-90.78009845,-45.95944184,-44.85,0.02934339,0.399
4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,-90.7365239,-45.94488267,-44.85,0.05835877,0.794
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,5,9,5,9,4,11,-90.8231806,-46.01170546,-44.85,0.03852486,0.524
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,5,9,4,11,4,11,5,9,-90.81673594,-46.00990176,-44.85,0.04316582,0.587
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,-90.77233222,-45.95460896,-44.85,0.03227674,0.439
4,11,4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,-90.78209791,-45.96141644,-44.85,0.02931853,0.399
4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,-90.77533476,-45.95557332,-44.85,0.03023856,0.411
5,9,4,11,4,11,4,11,4,11,5,9,4,11,5,9,5,9,4,11,4,11,4,11,4,11,-90.74931882,-45.95145744,-44.85,0.05213862,0.709
4,11,4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73443365,-45.94215534,-44.85,0.05772169,0.785
4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,5,9,-90.7988879,-46.04481959,-44.85,0.09593169,1.305
5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,5,9,-90.82080837,-46.00693025,-44.85,0.03612188,0.491
4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,5,9,4,11,4,11,4,11,4,11,-90.74458292,-45.95419879,-44.85,0.05961587,0.811
4,11,4,11,4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73669411,-45.94295733,-44.85,0.05626322,0.766
5,9,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,-90.77543115,-45.96717905,-44.85,0.0417479,0.568
5,9,5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,-90.71140581,-45.92747962,-44.85,0.06607381,0.899
4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,-90.75961603,-45.9407326,-44.85,0.03111657,0.423
4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,-90.75795253,-46.00534176,-44.85,0.09738923,1.325
5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,5,9,-90.80489008,-46.02324188,-44.85,0.0683518,0.930
4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,5,9,-90.81396814,-46.01174585,-44.85,0.04777771,0.650
5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,-90.78130871,-45.95350381,-44.85,0.0221951,0.302
4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,-90.72670499,-45.94332767,-44.85,0.06662268,0.906
4,11,5,9,4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,5,9,4,11,5,9,-90.79163394,-46.02145517,-44.85,0.07982123,1.086
4,11,4,11,5,9,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73358717,-45.94118601,-44.85,0.05759884,0.784
4,11,5,9,5,9,5,9,5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,-90.7225666,-45.93073444,-44.85,0.05816784,0.791
4,11,4,11,4,11,5,9,4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,4,11,-90.74448915,-45.95066305,-44.85,0.0561739,0.764
4,11,4,11,4,11,4,11,4,11,4,11,5,9,5,9,4,11,5,9,4,11,4,11,4,11,-90.77420406,-46.00680928,-44.85,0.08260522,1.124
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,-90.77163916,-46.00403746,-44.85,0.0823983,1.121
5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,-90.73945609,-45.94528605,-44.85,0.05582996,0.760
4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,-90.75976052,-46.01481263,-44.85,0.10505211,1.429
4,11,4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,5,9,4,11,5,9,4,11,-90.80425084,-45.97843089,-44.85,0.02418005,0.329
5,9,4,11,5,9,5,9,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,-90.77777142,-46.01899069,-44.85,0.09121927,1.241
4,11,5,9,4,11,4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,-90.72164943,-45.93147698,-44.85,0.05982755,0.814
4,11,4,11,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,-90.73133725,-45.94149755,-44.85,0.0601603,0.819
5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,-90.78679385,-45.9561356,-44.85,0.01934175,0.263
4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73474517,-45.9424283,-44.85,0.05768313,0.785
4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72672768,-45.93313945,-44.85,0.05641177,0.768
4,11,5,9,4,11,5,9,4,11,4,11,5,9,5,9,4,11,4,11,4,11,5,9,4,11,-90.76844828,-45.96169257,-44.85,0.04324429,0.588
4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,-90.77638479,-46.01579398,-44.85,0.08940919,1.216
4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,-90.77744352,-46.01404055,-44.85,0.08659703,1.178
4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,4,11,5,9,4,11,5,9,4,11,-90.78948563,-45.95918249,-44.85,0.01969686,0.268
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,5,9,4,11,4,11,-90.80897109,-46.00604286,-44.85,0.04707177,0.640
5,9,4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,5,9,5,9,5,9,4,11,-90.86015487,-46.03423566,-44.85,0.02408079,0.328
4,11,5,9,4,11,4,11,5,9,4,11,5,9,5,9,4,11,4,11,4,11,5,9,4,11,-90.7742427,-46.01579892,-44.85,0.09155622,1.246
4,11,5,9,5,9,4,11,4,11,5,9,4,11,5,9,4,11,4,11,5,9,5,9,4,11,-90.82911455,-46.01775941,-44.85,0.03864486,0.526
5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,-90.72848789,-45.93497915,-44.85,0.05649126,0.769
5,9,4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73797133,-45.94859619,-44.85,0.06062486,0.825
4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,5,9,5,9,4,11,4,11,-90.80964811,-46.00328163,-44.85,0.04363352,0.594
4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,5,9,-90.77498566,-46.0125562,-44.85,0.08757054,1.191
4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,5,9,4,11,5,9,4,11,-90.80335627,-45.98208819,-44.85,0.02873192,0.391
4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,-90.73488442,-45.94096062,-44.85,0.0560762,0.763
4,11,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,5,9,-90.80632127,-46.01977662,-44.85,0.06345535,0.863
4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,-90.77699404,-46.00966264,-44.85,0.0826686,1.125
4,11,4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,-90.7739538,-46.01061755,-44.85,0.08666375,1.179
4,11,4,11,4,11,5,9,4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,-90.74241376,-45.95009847,-44.85,0.05768471,0.785
4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,5,9,4,11,-90.79376472,-45.9772867,-44.85,0.03352198,0.456
4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,-90.71606289,-45.92917262,-44.85,0.06310973,0.859
4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,5,9,-90.80632476,-46.03509546,-44.85,0.0787707,1.072
4,11,5,9,4,11,5,9,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,-90.72977948,-45.93626744,-44.85,0.05648796,0.769
5,9,4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73418026,-45.94457068,-44.85,0.06039042,0.822
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,-90.76662196,-46.00361022,-44.85,0.08698826,1.184
4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,5,9,5,9,4,11,5,9,4,11,-90.80192287,-46.02247591,-44.85,0.07055304,0.960
5,9,4,11,5,9,4,11,5,9,5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,-90.73743602,-45.94947086,-44.85,0.06203484,0.844
4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,4,11,-90.77624327,-46.0122708,-44.85,0.08602753,1.170
4,11,5,9,4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,-90.71866516,-45.93197967,-44.85,0.06331451,0.861
5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,-90.77759299,-45.94991005,-44.85,0.02231706,0.304
4,11,4,11,5,9,4,11,4,11,4,11,5,9,5,9,4,11,5,9,4,11,5,9,4,11,-90.81226553,-46.02937774,-44.85,0.06711221,0.913
4,11,5,9,4,11,5,9,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,-90.73293754,-45.94045638,-44.85,0.05751884,0.783
5,9,5,9,4,11,4,11,4,11,4,11,4,11,5,9,5,9,4,11,4,11,5,9,4,11,-90.77627491,-45.9460817,-44.85,0.01980679,0.269
4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,-90.77253912,-46.00521585,-44.85,0.08267673,1.125
4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,-90.77575021,-46.0060842,-44.85,0.08033399,1.093
4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,5,9,5,9,4,11,4,11,-90.80400985,-46.02484974,-44.85,0.07083989,0.964
4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,-90.72638262,-45.93258661,-44.85,0.05620399,0.765
4,11,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,-90.77260307,-45.97020683,-44.85,0.04760376,0.648
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,5,9,-90.80892634,-46.00603772,-44.85,0.04711138,0.641
5,9,5,9,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.70997979,-45.92796754,-44.85,0.06798775,0.925
5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,-90.79185867,-45.94474616,-44.85,0.00288749,0.039
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,5,9,5,9,-90.82318492,-46.01170126,-44.85,0.03851634,0.524
4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,-90.75261164,-46.00215386,-44.85,0.09954222,1.354
4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,-90.77299556,-46.01116388,-44.85,0.08816832,1.200
4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,-90.76981114,-45.96169635,-44.85,0.04188521,0.570
4,11,5,9,4,11,5,9,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,-90.76400924,-45.95910829,-44.85,0.04509905,0.614
4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,-90.76365749,-45.9430642,-44.85,0.02940671,0.400
4,11,4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,5,9,5,9,4,11,5,9,-90.79781408,-46.03770765,-44.85,0.08989357,1.223
4,11,5,9,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,-90.76217365,-46.00919155,-44.85,0.0970179,1.320
4,11,4,11,4,11,4,11,5,9,4,11,5,9,5,9,4,11,4,11,4,11,4,11,5,9,-90.78071044,-46.01560424,-44.85,0.0848938,1.155
4,11,5,9,4,11,4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,5,9,-90.76279,-46.0095224,-44.85,0.0967324,1.316
4,11,4,11,4,11,5,9,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,-90.7424158,-45.95004667,-44.85,0.05763087,0.784
5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.7306646,-45.94207752,-44.85,0.06141292,0.836
4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,-90.76995957,-46.00639288,-44.85,0.08643331,1.176
4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,-90.77257077,-46.00518089,-44.85,0.08261012,1.124
4,11,4,11,5,9,4,11,5,9,4,11,5,9,4,11,5,9,4,11,5,9,4,11,4,11,-90.77888232,-46.01619778,-44.85,0.08731546,1.188
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,-90.77137881,-46.00803494,-44.85,0.08665613,1.179
5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,-90.76526189,-46.00979855,-44.85,0.09453666,1.286
5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,-90.7490678,-46.00379329,-44.85,0.10472549,1.425
4,11,4,11,4,11,4,11,5,9,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,-90.73643214,-45.94746272,-44.85,0.06103058,0.830
4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,-90.76776836,-45.94727951,-44.85,0.02951115,0.402
5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,5,9,-90.81089991,-46.02500,-44.85,0.06409978,0.872
5,9,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.71279733,-45.92726657,-44.85,0.06446924,0.877
5,9,5,9,4,11,5,9,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,5,9,-90.76565608,-46.01514152,-44.85,0.09948544,1.354
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,5,9,-90.76995961,-46.00639431,-44.85,0.0864347,1.176
5,9,5,9,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,-90.72142521,-45.93298004,-44.85,0.06155483,0.837
5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,5,9,-90.81759858,-46.00191097,-44.85,0.03431239,0.467
4,11,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,-90.76007156,-45.95013067,-44.85,0.04005911,0.545
4,11,4,11,4,11,5,9,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,-90.7426077,-45.94843451,-44.85,0.05582681,0.760
4,11,5,9,5,9,4,11,5,9,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,-90.77082319,-46.00989888,-44.85,0.08907569,1.212
4,11,4,11,4,11,4,11,5,9,5,9,5,9,4,11,4,11,5,9,5,9,4,11,4,11,-90.80674964,-46.02849633,-44.85,0.07174669,0.976
4,11,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,5,9,-90.78566862,-46.01907978,-44.85,0.08341116,1.135
5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,-90.78134221,-45.9534918,-44.85,0.02214959,0.301
5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,-90.7386161,-45.94724847,-44.85,0.05863237,0.798
4,11,4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,-90.73941847,-45.94626217,-44.85,0.0568437,0.773
5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,-90.77758587,-45.94989898,-44.85,0.02231311,0.304
4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,-90.77240792,-45.9546086,-44.85,0.03220068,0.438
4,11,5,9,5,9,4,11,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,-90.75726257,-45.94478636,-44.85,0.03752379,0.511
4,11,4,11,4,11,4,11,5,9,4,11,5,9,5,9,4,11,5,9,4,11,4,11,4,11,-90.77674075,-46.01178546,-44.85,0.08504471,1.157
5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,5,9,-90.77436137,-46.02885294,-44.85,0.10449157,1.422
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,5,9,4,11,4,11,5,9,-90.81866471,-46.01279707,-44.85,0.04413236,0.600
4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72930282,-45.93638404,-44.85,0.05708122,0.777
4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,-90.7795835,-45.95952482,-44.85,0.02994132,0.407
5,9,5,9,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,-90.76399109,-46.01084134,-44.85,0.09685025,1.318
5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,-90.77479294,-45.96004463,-44.85,0.03525169,0.480
5,9,5,9,5,9,5,9,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,-90.76755022,-46.01621944,-44.85,0.09866922,1.342
4,11,4,11,4,11,5,9,5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,-90.73641987,-45.94743065,-44.85,0.06101078,0.830
4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,-90.73909035,-45.94500275,-44.85,0.0559124,0.761
4,11,4,11,4,11,4,11,4,11,5,9,5,9,4,11,4,11,4,11,4,11,4,11,4,11,-90.73849457,-45.94391421,-44.85,0.05541964,0.754
4,11,4,11,5,9,4,11,4,11,4,11,5,9,4,11,5,9,5,9,5,9,4,11,4,11,-90.80089397,-46.02254309,-44.85,0.07164912,0.975
4,11,5,9,5,9,5,9,5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,-90.76461915,-45.94067298,-44.85,0.02605383,0.354
4,11,4,11,4,11,5,9,4,11,5,9,5,9,5,9,4,11,5,9,4,11,5,9,4,11,-90.78318042,-46.01772908,-44.85,0.08454866,1.150
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,5,9,4,11,-90.81290107,-46.00517849,-44.85,0.04227742,0.575
4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,5,9,5,9,-90.8110808,-46.01575807,-44.85,0.05467727,0.744
4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,5,9,4,11,4,11,-90.80783217,-46.02512352,-44.85,0.06729135,0.916
4,11,5,9,4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.71428003,-45.92676699,-44.85,0.06248696,0.850
4,11,4,11,5,9,4,11,5,9,4,11,5,9,4,11,4,11,5,9,4,11,4,11,4,11,-90.76759472,-45.95951625,-44.85,0.04192153,0.570
4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,-90.75260158,-46.00216099,-44.85,0.09955941,1.355
4,11,5,9,4,11,4,11,4,11,4,11,4,11,4,11,5,9,4,11,4,11,5,9,4,11,-90.76850118,-45.94674771,-44.85,0.02824653,0.384
4,11,4,11,4,11,4,11,4,11,5,9,5,9,4,11,4,11,5,9,4,11,4,11,5,9,-90.81652759,-46.01197204,-44.85,0.04544445,0.618
4,11,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,4,11,5,9,-90.81720778,-46.04589638,-44.85,0.0786886,1.071
4,11,4,11,5,9,4,11,4,11,4,11,4,11,5,9,4,11,4,11,5,9,4,11,5,9,-90.80505249,-46.03129956,-44.85,0.07624707,1.037
4,11,5,9,5,9,4,11,4,11,4,11,5,9,4,11,4,11,4,11,4,11,4,11,5,9,-90.76445113,-46.01254101,-44.85,0.09808988,1.335
4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72729992,-45.93548596,-44.85,0.05818604,0.792
4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.73528711,-45.93308992,-44.85,0.04780281,0.650
5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,-90.73209634,-45.95333302,-44.85,0.07123668,0.969
5,10,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,5,10,5,10,4,11,4,11,-90.75499435,-45.9607915,-44.85,0.05579715,0.759
4,11,5,10,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,5,10,-90.72976608,-45.95495005,-44.85,0.07518397,1.023
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.73643665,-45.93466184,-44.85,0.04822519,0.656
5,10,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,-90.74536857,-45.93952717,-44.85,0.0441586,0.601
4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,5,10,4,11,-90.74252373,-45.94848665,-44.85,0.05596292,0.761
4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73091815,-45.93750456,-44.85,0.05658641,0.770
4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72389568,-45.93495706,-44.85,0.06106138,0.831
4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72861258,-45.93873893,-44.85,0.06012635,0.818
4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,5,10,4,11,5,10,4,11,4,11,-90.74126793,-45.9598584,-44.85,0.06859047,0.933
4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,-90.73829835,-45.93516507,-44.85,0.04686672,0.638
4,11,5,10,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,-90.72531633,-45.9332862,-44.85,0.05796987,0.789
4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,5,10,4,11,5,10,4,11,4,11,-90.73953457,-45.96002021,-44.85,0.07048564,0.959
4,11,4,11,5,10,4,11,5,10,5,10,4,11,5,10,5,10,4,11,5,10,5,10,4,11,-90.75719955,-45.9198524,-44.85,0.01265285,0.172
4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,-90.73860608,-45.9533952,-44.85,0.06478912,0.882
4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,-90.72926856,-45.95640251,-44.85,0.07713395,1.049
4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,-90.73089752,-45.93750311,-44.85,0.05660559,0.770
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,-90.73849926,-45.94422386,-44.85,0.0557246,0.758
5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,5,10,5,10,4,11,4,11,4,11,-90.74577454,-45.95775456,-44.85,0.06198002,0.843
4,11,4,11,5,10,4,11,4,11,4,11,5,10,5,10,4,11,5,10,4,11,4,11,5,10,-90.74517676,-45.9480425,-44.85,0.05286574,0.719
4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72532481,-45.93542952,-44.85,0.06010471,0.818
4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,4,11,-90.74346364,-45.93842627,-44.85,0.04496263,0.612
4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,-90.73940464,-45.94475707,-44.85,0.05535243,0.753
4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,-90.73638834,-45.93147039,-44.85,0.04508205,0.613
4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,-90.73162356,-45.95654572,-44.85,0.07492216,1.019
