1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,COCOH,COH,CO,Eads (Ry),Eads (eV)
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.73145574,-45.95151442,-44.85,0.07005868,0.953
4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,5,10,-90.73944462,-45.95813751,-44.85,0.06869289,0.935
5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.73791317,-45.95668051,-44.85,0.06876734,0.936
4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.73397918,-45.95557126,-44.85,0.07159208,0.974
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,-90.73214741,-45.94057652,-44.85,0.05842911,0.795
5,10,4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,5,10,5,10,5,10,-90.76644346,-45.9755534,-44.85,0.05910994,0.804
5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,5,10,5,10,-90.76347969,-45.94672912,-44.85,0.03324943,0.452
4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73182032,-45.94106309,-44.85,0.05924277,0.806
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,-90.74905686,-45.92549935,-44.85,0.02644249,0.360
5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,-90.73494114,-45.95571169,-44.85,0.07077055,0.963
4,11,5,10,5,10,5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,-90.73873218,-45.93136818,-44.85,0.042636,0.580
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,-90.7318037,-45.94099746,-44.85,0.05919376,0.805
4,11,4,11,4,11,4,11,5,10,5,10,5,10,4,11,4,11,4,11,4,11,5,10,4,11,-90.74606469,-45.93747037,-44.85,0.04140568,0.563
4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.74059225,-45.93660593,-44.85,0.04601368,0.626
4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,-90.73487938,-45.94110239,-44.85,0.05622301,0.765
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,5,10,4,11,-90.75640594,-45.94556531,-44.85,0.03915937,0.533
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,5,10,-90.74329116,-45.94683043,-44.85,0.05353927,0.728
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,-90.73937883,-45.93764944,-44.85,0.04827061,0.657
4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.74271144,-45.93779675,-44.85,0.04508531,0.613
4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.73928108,-45.93344134,-44.85,0.04416026,0.601
5,10,4,11,4,11,4,11,4,11,5,10,4,11,5,10,5,10,4,11,4,11,4,11,4,11,-90.74116705,-45.94774019,-44.85,0.05657314,0.770
4,11,4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.7336656,-45.94026938,-44.85,0.05660378,0.770
4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,5,10,-90.74665427,-45.97399299,-44.85,0.07733872,1.052
5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,-90.74369988,-45.94613949,-44.85,0.05243961,0.713
4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,5,10,4,11,4,11,4,11,4,11,-90.73915036,-45.9445922,-44.85,0.05544184,0.754
4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73495766,-45.94224341,-44.85,0.05728575,0.779
5,10,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,-90.74302765,-45.95659778,-44.85,0.06357013,0.865
5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72783721,-45.93864412,-44.85,0.06080691,0.827
5,10,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,-90.72459107,-45.93456545,-44.85,0.05997438,0.816
4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,-90.7344831,-45.93290379,-44.85,0.04842069,0.659
4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.72882478,-45.95233585,-44.85,0.07351107,1.000
5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,-90.74463099,-45.95203499,-44.85,0.057404,0.781
4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,5,10,-90.74794667,-45.95406843,-44.85,0.05612176,0.764
5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.73929793,-45.95374982,-44.85,0.06445189,0.877
4,11,5,10,4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,5,10,4,11,5,10,-90.74369519,-45.97640802,-44.85,0.08271283,1.125
4,11,4,11,5,10,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.7327704,-45.93806141,-44.85,0.05529101,0.752
4,11,5,10,5,10,5,10,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,-90.72873281,-45.93632628,-44.85,0.05759347,0.784
4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,5,10,4,11,4,11,4,11,-90.74134641,-45.93474544,-44.85,0.04339903,0.590
5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,-90.74273077,-45.93707603,-44.85,0.04434526,0.603
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,-90.73653522,-45.86340007,-44.85,-0.02313515,-0.315
5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,-90.73624687,-45.94512818,-44.85,0.05888131,0.801
4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,-90.73247171,-45.95342745,-44.85,0.07095574,0.965
4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,5,10,4,11,5,10,4,11,-90.75700306,-45.93090816,-44.85,0.0239051,0.325
5,10,4,11,5,10,5,10,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.73690216,-45.95707267,-44.85,0.07017051,0.955
4,11,5,10,4,11,4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,-90.73164969,-45.9388154,-44.85,0.05716571,0.778
4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,-90.73459738,-45.94367807,-44.85,0.05908069,0.804
5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.74270976,-45.93707304,-44.85,0.04436328,0.604
4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73015608,-45.9357174,-44.85,0.05556132,0.756
4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.73833761,-45.93284142,-44.85,0.04450381,0.606
4,11,5,10,4,11,5,10,4,11,4,11,5,10,5,10,4,11,4,11,4,11,5,10,4,11,-90.74205858,-45.93603486,-44.85,0.04397628,0.598
4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,-90.73417379,-45.95566998,-44.85,0.07149619,0.973
4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,-90.73706474,-45.95514373,-44.85,0.06807899,0.926
4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,5,10,4,11,5,10,4,11,-90.75484521,-45.92846772,-44.85,0.02362251,0.321
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,-90.74610845,-45.95221905,-44.85,0.0561106,0.763
5,10,4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,5,10,5,10,5,10,4,11,-90.77781665,-45.96428337,-44.85,0.03646672,0.496
4,11,5,10,4,11,4,11,5,10,4,11,5,10,5,10,4,11,4,11,4,11,5,10,4,11,-90.73987095,-45.93572339,-44.85,0.04585244,0.624
4,11,5,10,5,10,4,11,4,11,5,10,4,11,5,10,4,11,4,11,5,10,5,10,4,11,-90.74463032,-45.95074488,-44.85,0.05611456,0.763
5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,-90.72949299,-45.93900614,-44.85,0.05951315,0.810
4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,4,11,-90.73518612,-45.94096962,-44.85,0.0557835,0.759
4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,-90.74725273,-45.95232242,-44.85,0.05506969,0.749
4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,5,10,-90.73793,-45.95487577,-44.85,0.06694577,0.911
4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,-90.74016301,-45.93448281,-44.85,0.0443198,0.603
4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,5,10,4,11,-90.75083275,-45.92616577,-44.85,0.02533302,0.345
4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,-90.73408772,-45.94077775,-44.85,0.05669003,0.771
4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,5,10,-90.75358589,-45.95503703,-44.85,0.05145114,0.700
4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,-90.73527722,-45.95511454,-44.85,0.06983732,0.950
4,11,4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.73600855,-45.95857242,-44.85,0.07256387,0.987
4,11,4,11,4,11,5,10,4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,-90.73751621,-45.94117446,-44.85,0.05365825,0.730
4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,5,10,4,11,-90.7546079,-45.92942653,-44.85,0.02481863,0.338
4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,-90.7286019,-45.9387447,-44.85,0.0601428,0.818
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,4,11,5,10,-90.73726479,-45.95575315,-44.85,0.06848836,0.932
4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,5,10,-90.75026936,-45.97978486,-44.85,0.0795155,1.082
4,11,5,10,4,11,5,10,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,-90.7357791,-45.94009204,-44.85,0.05431294,0.739
5,10,4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73251436,-45.9404387,-44.85,0.05792434,0.788
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,-90.73141619,-45.95156264,-44.85,0.07014645,0.954
4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,5,10,5,10,4,11,5,10,4,11,-90.75802284,-45.9312184,-44.85,0.02319556,0.316
5,10,4,11,5,10,4,11,5,10,5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,-90.73534571,-45.94063912,-44.85,0.05529341,0.752
5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,4,11,-90.74354383,-45.95562953,-44.85,0.0620857,0.845
4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,-90.73617468,-45.95881065,-44.85,0.07263597,0.988
4,11,5,10,4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,-90.72878749,-45.93661162,-44.85,0.05782413,0.787
5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.73823953,-45.95320774,-44.85,0.06496821,0.884
4,11,4,11,5,10,4,11,4,11,4,11,5,10,5,10,4,11,5,10,4,11,5,10,4,11,-90.75505967,-45.9282231,-44.85,0.02316343,0.315
4,11,5,10,4,11,5,10,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,-90.73734159,-45.9429402,-44.85,0.05559861,0.756
4,11,4,11,5,10,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,-90.74355197,-45.93730295,-44.85,0.04375098,0.595
5,10,5,10,4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,5,10,4,11,-90.74127578,-45.93512139,-44.85,0.04384561,0.597
4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,-90.73547148,-45.95296429,-44.85,0.06749281,0.918
4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,-90.73538094,-45.95347958,-44.85,0.06809864,0.927
4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,5,10,4,11,4,11,-90.75007805,-45.95229476,-44.85,0.05221671,0.710
4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,-90.73160412,-45.93909673,-44.85,0.05749261,0.782
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,-90.73423662,-45.95457267,-44.85,0.07033605,0.957
4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,-90.74135809,-45.95531792,-44.85,0.06395983,0.870
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,-90.74612159,-45.95220509,-44.85,0.0560835,0.763
5,10,5,10,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72284587,-45.93239495,-44.85,0.05954908,0.810
5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,-90.74834069,-45.92107599,-44.85,0.0227353,0.309
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,5,10,5,10,-90.75635778,-45.94567379,-44.85,0.03931601,0.535
4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,5,10,-90.73412367,-45.95826201,-44.85,0.07413834,1.009
4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,-90.728267,-45.95418472,-44.85,0.07591772,1.033
4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.73471889,-45.95509846,-44.85,0.07037957,0.958
4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,-90.73855933,-45.95344959,-44.85,0.06489026,0.883
4,11,5,10,4,11,5,10,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,-90.74105619,-45.93532911,-44.85,0.04427292,0.602
4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,-90.73670916,-45.93385742,-44.85,0.04714826,0.641
4,11,4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,5,10,5,10,4,11,5,10,-90.76190883,-45.97222827,-44.85,0.06031944,0.821
4,11,5,10,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.7286235,-45.95271857,-44.85,0.07409507,1.008
4,11,4,11,4,11,4,11,5,10,4,11,5,10,5,10,4,11,4,11,4,11,4,11,5,10,-90.73947338,-45.96330387,-44.85,0.07383049,1.005
4,11,5,10,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,-90.72419678,-45.93363427,-44.85,0.05943749,0.809
4,11,5,10,4,11,4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,5,10,-90.734945,-45.96136339,-44.85,0.07641839,1.040
4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,-90.74271462,-45.93683203,-44.85,0.04411741,0.600
4,11,4,11,4,11,5,10,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,-90.73753621,-45.94117544,-44.85,0.05363923,0.730
4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,5,10,4,11,4,11,4,11,-90.74272167,-45.93683604,-44.85,0.04411437,0.600
5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72942179,-45.93727442,-44.85,0.05785263,0.787
4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.73508903,-45.95376651,-44.85,0.06867748,0.934
4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,-90.73544845,-45.95297646,-44.85,0.06752801,0.919
4,11,4,11,5,10,4,11,5,10,4,11,5,10,4,11,5,10,4,11,5,10,4,11,4,11,-90.74126257,-45.96062989,-44.85,0.06936732,0.944
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,-90.73416257,-45.95376964,-44.85,0.06960707,0.947
5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,-90.73172081,-45.95360091,-44.85,0.0718801,0.978
5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.72759227,-45.9513042,-44.85,0.07371193,1.003
4,11,4,11,4,11,4,11,5,10,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,-90.73701184,-45.94403727,-44.85,0.05702543,0.776
4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,-90.73975393,-45.93653802,-44.85,0.04678409,0.637
5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,-90.74865109,-45.95292079,-44.85,0.0542697,0.738
5,10,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72514148,-45.93325888,-44.85,0.0581174,0.791
5,10,5,10,4,11,5,10,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,5,10,-90.74074964,-45.96110117,-44.85,0.07035153,0.957
4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.73725828,-45.95573284,-44.85,0.06847456,0.932
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,5,10,-90.7350696,-45.95375186,-44.85,0.06868226,0.934
5,10,5,10,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,-90.72954126,-45.9364696,-44.85,0.05692834,0.775
5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,-90.74115161,-45.94536121,-44.85,0.0542096,0.738
4,11,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,-90.73778456,-45.9340226,-44.85,0.04623804,0.629
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,-90.74019685,-45.93442586,-44.85,0.04422901,0.602
4,11,4,11,4,11,5,10,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,-90.73774547,-45.94310009,-44.85,0.05535462,0.753
4,11,4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,-90.73827753,-45.95621106,-44.85,0.06793353,0.924
4,11,5,10,5,10,4,11,5,10,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,-90.7318586,-45.96026473,-44.85,0.07840613,1.067
4,11,4,11,4,11,4,11,5,10,5,10,5,10,4,11,4,11,5,10,5,10,4,11,4,11,-90.7566436,-45.95801722,-44.85,0.05137362,0.699
4,11,4,11,4,11,5,10,4,11,5,10,4,11,5,10,4,11,5,10,4,11,4,11,4,11,-90.74673087,-45.93904957,-44.85,0.0423187,0.576
5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,-90.7393593,-45.95369836,-44.85,0.06433906,0.875
5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,-90.73358774,-45.94028569,-44.85,0.05669795,0.771
4,11,4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,-90.73621076,-45.94366752,-44.85,0.05745676,0.782
5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,-90.7382766,-45.95322274,-44.85,0.06494614,0.884
4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.7393135,-45.93774851,-44.85,0.04843501,0.659
4,11,5,10,5,10,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,-90.73692496,-45.96101833,-44.85,0.07409337,1.008
4,11,4,11,4,11,4,11,5,10,4,11,5,10,5,10,4,11,5,10,4,11,4,11,4,11,-90.74457122,-45.93960803,-44.85,0.04503681,0.613
4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,5,10,4,11,4,11,5,10,4,11,-90.74961832,-45.94212567,-44.85,0.04250735,0.578
4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,5,10,4,11,4,11,5,10,-90.74131238,-45.94481727,-44.85,0.05350489,0.728
4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72970913,-45.93732313,-44.85,0.057614,0.784
4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,4,11,-90.74170638,-45.93809037,-44.85,0.04638399,0.631
5,10,5,10,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,-90.73148659,-45.95974053,-44.85,0.07825394,1.065
5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,-90.73992053,-45.95472619,-44.85,0.06480566,0.882
5,10,5,10,5,10,5,10,4,11,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.73273131,-45.95963162,-44.85,0.07690031,1.046
4,11,4,11,4,11,5,10,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,-90.73702291,-45.94403351,-44.85,0.0570106,0.776
4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,-90.73350781,-45.94009365,-44.85,0.05658584,0.770
4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,4,11,4,11,4,11,4,11,-90.73467449,-45.94009461,-44.85,0.05542012,0.754
4,11,4,11,5,10,4,11,4,11,4,11,5,10,4,11,5,10,5,10,5,10,4,11,4,11,-90.75536319,-45.95854743,-44.85,0.05318424,0.724
4,11,5,10,5,10,5,10,5,10,4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,-90.73727236,-45.93257408,-44.85,0.04530172,0.616
4,11,4,11,4,11,5,10,4,11,5,10,5,10,5,10,4,11,5,10,4,11,5,10,4,11,-90.76896288,-45.94060659,-44.85,0.02164371,0.294
4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,-90.73847505,-45.94422886,-44.85,0.05575381,0.759
4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,5,10,5,10,-90.7451017,-45.95392025,-44.85,0.05881855,0.800
4,11,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,-90.74796398,-45.95562713,-44.85,0.05766315,0.785
4,11,5,10,4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.72755746,-45.93586668,-44.85,0.05830922,0.793
4,11,4,11,5,10,4,11,5,10,4,11,5,10,4,11,4,11,5,10,4,11,4,11,4,11,-90.74234553,-45.93660708,-44.85,0.04426155,0.602
4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,-90.7282582,-45.95184799,-44.85,0.07358979,1.001
4,11,5,10,4,11,4,11,4,11,4,11,4,11,4,11,5,10,4,11,4,11,5,10,4,11,-90.7393773,-45.93614168,-44.85,0.04676438,0.636
4,11,4,11,4,11,4,11,4,11,5,10,5,10,4,11,4,11,5,10,4,11,4,11,5,10,-90.74427725,-45.95127232,-44.85,0.05699507,0.775
4,11,4,11,5,10,4,11,4,11,4,11,4,11,5,10,5,10,5,10,4,11,4,11,4,11,-90.74279365,-45.95613955,-44.85,0.0633459,0.862
4,11,5,10,5,10,4,11,4,11,4,11,5,10,4,11,4,11,4,11,4,11,4,11,5,10,-90.73096074,-45.95647467,-44.85,0.07551393,1.027
4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73044081,-45.93873256,-44.85,0.05829175,0.793
4,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,-90.72250536,-45.94047911,-44.85,0.06797375,0.925
5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.71250869,-45.93477163,-44.85,0.07226294,0.983
5,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,5,11,5,11,4,11,4,11,-90.70292909,-45.94267721,-44.85,0.08974812,1.221
4,11,5,11,5,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,5,11,-90.71675044,-45.93961987,-44.85,0.07286943,0.991
5,11,4,11,4,11,4,11,5,11,4,11,4,11,5,11,4,11,5,11,4,11,4,11,4,11,-90.72229393,-45.94107299,-44.85,0.06877906,0.936
4,11,5,11,4,11,4,11,4,11,5,11,4,11,4,11,4,11,4,11,5,11,5,11,4,11,-90.70055836,-45.92025785,-44.85,0.06969949,0.948
4,11,5,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,-90.73517119,-45.94482163,-44.85,0.05965044,0.812
4,11,4,11,4,11,4,11,5,11,4,11,5,11,4,11,5,11,4,11,5,11,4,11,4,11,-90.71570509,-45.92937226,-44.85,0.06366717,0.866
